;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
107;spc217_2107_librivox;Short Poetry Collection 217;LibriVox recording of Short Poetry Collection 217 by Various. This is a collection of 44 poems read in English by LibriVox volunteers for June 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (46MB);['Various'];2021-07-01T00:00:00Z;['eng'];56432;286532268;['librivox', 'audiobooks', 'poetry collection', 'short poetry', 'long poetry'];audio;https://archive.org/details/spc217_2107_librivox;librivox, audiobooks, poetry collection, short poetry, long poetry;2021-07-01;1;56432;[{'url': 'https://archive.org/download/spc217_2107_librivox/SPC217_librivox.m4b', 'text': 'M4B Audiobook (46MB)'}]
108;cocinero_de_su_majestad_2105_librivox;El cocinero de su majestad. Memorias del tiempo de Felipe III;LibriVox recording of El cocinero de su majestad. Memorias del tiempo de Felipe III by Manuel Fernández y González. Read in Spanish by Tux Un joven llega a Madrid para dar una noticia a su tío, cocinero del rey, y se ve implicado en una serie de intrigas palatinas. - Summary by Tux For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-28 (365MB) M4B Audiobook 29-59 (269MB) M4B Audiobook 60-86 (211MB);['Manuel Fernández y González'];2021-05-06T00:00:00Z;['spa'];129635;5247239402;['librivox', 'audiobooks', 'madrid', 'corte', 'intrigas'];audio;https://archive.org/details/cocinero_de_su_majestad_2105_librivox;librivox, audiobooks, madrid, corte, intrigas;2021-05-06;4;129635;[{'url': 'https://archive.org/download/cocinero_de_su_majestad_2105_librivox/MemoraisFelipeIII01-28_librivox.m4b', 'text': 'M4B Audiobook 01-28 (365MB)'}, {'url': 'https://archive.org/download/cocinero_de_su_majestad_2105_librivox/MemoraisFelipeIII29-59_librivox.m4b', 'text': 'M4B Audiobook 29-59 (269MB)'}, {'url': 'https://archive.org/download/cocinero_de_su_majestad_2105_librivox/MemoraisFelipeIII60-86_librivox.m4b', 'text': 'M4B Audiobook 60-86 (211MB)'}]
109;la_corte_de_carlos_iv_2102_librivox;La Corte de Carlos IV (versión 2);LibriVox recording of La Corte de Carlos IV (versión 2) by Benito Pérez Galdós. Read in Spanish by Alexelmagno En su periplo vital y tras su aventura en Trafalgar, Gabriel, el protagonista, se despide de Cádiz y busca mejor fortuna en Madrid. Allí, al servicio de Pepa González, una conocida cómica de la época, entra en contacto con importantes damas de la corte y vive en primera persona los acontecimientos que se conocieron como la conjuración del Escorial, un intento fallido del Príncipe de Asturias, más tarde Fernando VII, de destronar a su padre, el rey Carlos IV. - Resúmen por Alejandro Castillo For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (237MB);['Benito Pérez Galdós'];2021-02-28T00:00:00Z;['spa'];132534;1450014352;['librivox', 'audiobooks', 'episodios nacionales', 'carlos iv', 'maría luisa de parma', 'teatro neoclásico', 'godoy', 'príncipe de la paz', 'corte de carlos iv'];audio;https://archive.org/details/la_corte_de_carlos_iv_2102_librivox;librivox, audiobooks, episodios nacionales, carlos iv, maría luisa de parma, teatro neoclásico, godoy, príncipe de la paz, corte de carlos iv;2021-02-28;1;132534;[{'url': 'https://archive.org/download/la_corte_de_carlos_iv_2102_librivox/CorteCarlos_librivox.m4b', 'text': 'M4B Audiobook (237MB)'}]
110;snf082_2105_librivox;Short Nonfiction Collection, Vol. 082;"LibriVox recording of Short Nonfiction Collection, Vol. 082 by Various. Read by LibriVox Volunteers ""Is sin a necessary stage in the development of humanity, or a yawning chasm in the very structure of the universe?” Theologian J. Gresham Machen's exploration of ""eternal ideas"" is joined, in vol. 082, by readings in philosophy and psychology by Immanuel Kant, Henri Bergson, and Samuel Johnson. Insights from forestry, geography, astronomy, and zoology expand the view (Save the Redwoods; We Are Going to be Inspected; Along the Florida Coast; The Red Fox; and The World as Known to the Ancients). Human resiliency, inventiveness and heroism are exemplified in A Heroine of the Black Hole; The Great Yorkshire Llama; The Terry Touch Alphabet; The Man O'War's 'Er 'Usband'; and a biography of pioneering physician Elizabeth Blackwell. James Hazen Hyde's Costume Ball showcases hubris. On a lighter note, are Robert Benchley's Bicycling the New Craze, and Call for Mr. Kenworthy; and Oscar Wilde's...";['Various'];2021-05-17T00:00:00Z;['eng'];69907;1067962107;['librivox', 'audiobooks', 'wilde', 'sin', 'medicine', 'bicycle', 'Vénus', 'kant', 'blind', 'Florida', 'whale', 'dream', 'map', 'fox', 'prison ship', 'alpaca', 'leather turtle', 'sun fish', 'laughing gull', 'frigate bird', 'rambler. wwi', 'costume ball', 'redwood', 'sequoia'];audio;https://archive.org/details/snf082_2105_librivox;librivox, audiobooks, wilde, sin, medicine, bicycle, Vénus, kant, blind, Florida, whale, dream, map, fox, prison ship, alpaca, leather turtle, sun fish, laughing gull, frigate bird, rambler. wwi, costume ball, redwood, sequoia;2021-05-17;3;69907;[{'url': 'https://archive.org/download/snf082_2105_librivox/SNF082_librivox.m4b', 'text': 'M4B Audiobook (178MB)'}]
111;cbc030_2103_librivox;Coffee Break Collection 30 - Mythical Creatures;"LibriVox recording of Coffee Break Collection 30 - Mythical Creatures by Various. Read in English by Colleen McMahon; Michele Fry; Tony Scheinman; Piotr Nater; Joanna Michal Hoyt; Joanna Schreck; Sonia; Vincent Maraldo; Andrea Atwood; Newgatenovelist; Lewis West; Kayty Harrelson; Maddie Ruth This is the 30th Coffee Break Collection, in which Librivox readers select and read stories or poems, fiction or non-fiction pieces of fifteen minutes' duration or less, suitable for short commutes and coffee breaks. The subject for this collection is ""MYTHICAL CREATURES""... leprechauns, unicorns, angels, demons, ghosts, fairies, gnomes, dragons, mermaids, centaurs, werewolves . . . the list goes on and on. There are 21 stories in this collection. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit...";['Various'];2021-03-22T00:00:00Z;['eng'];80417;458105600;['librivox', 'audiobooks'];audio;https://archive.org/details/cbc030_2103_librivox;librivox, audiobooks, ;2021-03-22;8;80417;[{'url': 'https://archive.org/download/cbc030_2103_librivox/CBC030_librivox.m4b', 'text': 'M4B Audiobook (74MB)'}]
112;psychologyofindividuation_2106_librivox;Psychological Types: Or, the Psychology of Individuation;"LibriVox recording of Psychological Types: Or, the Psychology of Individuation by Carl Gustav Jung. (Translated by Helton Godwin Baynes.) Read in English by Larry Wilson; Owlivia; Kazbek; Penny Witt; AVNX; benjamin john herman; Vincent Maraldo; Simona Perego; Rachel May Ferriman; Paul Harvey; Tatiana Chichilla; Sindu Ravindran; Ritu Aarcee; onelickless; Marya James; Kurt; KevinS; Glen Murrant; Anautumnous; Juls11; Joanna Michal Hoyt Ever wondered if there is any ""theoretical basis"" for the well-known Myers–Briggs Type Indicator Personality Test? In this groundbreaking work of typology, Jung proposes three key dichotomies - extraversion/introversion, sensation/intuition, as well as thinking/feeling - as an attempt to reconcile the differing theories of Sigmund Freud and Alfred Adler. - Summary by Cao Yuqing For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this...";['Carl Gustav Jung'];2021-06-14T00:00:00Z;['eng'];85151;3793237456;['librivox', 'audiobooks', 'psychology', 'jung', 'typology'];audio;https://archive.org/details/psychologyofindividuation_2106_librivox;librivox, audiobooks, psychology, jung, typology;2021-06-14;73;85151;[{'url': 'https://archive.org/download/psychologyofindividuation_2106_librivox/PsychologicalTypes00-36_librivox.m4b', 'text': 'M4B Audiobook 00-36 (370MB)'}, {'url': 'https://archive.org/download/psychologyofindividuation_2106_librivox/PsychologicalTypes37-76_librivox.m4b', 'text': 'M4B Audiobook 37-76 (230MB)'}]
113;ssf077_2104_librivox;Short Science Fiction Collection 077;"LibriVox recording of Short Science Fiction Collection 077 by Various. Read in English by Flavo Davo; BroderickL; Ryan Lohner; Craig Franklin; EVKesserich; Tom Jones; Cyril1810; James Jenkins; Jeff Rogers; Dale Grothmann; April Mendis; Gabriela Oprea; Amy Gramour; thanhvnyguyen; altrin Science fiction is a genre encompassing imaginative works that take place in this world or that of the author’s creation where anything is possible. The only rules are those set forth by the author. The speculative nature of the genre inspires thought and plants seeds that have led to advances in science. The genre can spark an interest in the sciences and is cited as the impetus for the career choice of many scientists. It is a playing field to explore social perspectives, predictions of the future, and engage in adventures unbound into the richness of the human mind. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please...";['Various'];2021-04-08T00:00:00Z;['eng'];136774;1086380980;['librivox', 'audiobooks', 'space opera', 'Mars', 'time travel', 'planets', 'Vénus', 'space travel', 'speculative fiction', 'extraterrestrials'];audio;https://archive.org/details/ssf077_2104_librivox;librivox, audiobooks, space opera, Mars, time travel, planets, Vénus, space travel, speculative fiction, extraterrestrials;2021-04-08;15;136774;[{'url': 'https://archive.org/download/ssf077_2104_librivox/SSFC077_librivox.m4b', 'text': 'M4B Audiobook (179.5MB)'}]
114;reformationcollection1_2101_librivox;The Reformation Collection Volume 1;LibriVox recording of The Reformation Collection Volume 1 by Various. Read in English by InTheDesert This volume of the Reformation collection begins with a summary of Protestant belief in the form of the Belgic Confession and John Calvin's 'cover letter' to Francis I of France requesting that he read Calvin's Institutes of the Christian Religion to understand the Protestant doctrine from its source rather than secondhand. 100 aphorisms summarising the contents of the Institutes follow as well as some instructions given by Thomas Cranmer showing the effect of the Reformation for clergy and parishes, as does a short protestation from the reformer William Tyndale expressing the Reformation methodology privileging the Bible as the source of doctrine and practice. It continues with several debates where both sides have been recorded: Cardinal Sadoleto's measured letter to Geneva and Calvin's reply, Pope Paul III's letter to emperor Charles V and Calvin's comments, with outrage expressed...;['Various'];2021-01-27T00:00:00Z;['eng'];100659;2294906071;"['librivox', 'audiobooks', 'religion', 'Christianity', 'prayer', 'Protestant', 'pope', 'sacraments', 'theology', 'henry viii', 'doctrine', 'Reformation', 'catechism', 'Reformed', 'roman catholic', ""lord's supper"", 'church and state', 'confession of faith', 'protestant catholic debates', 'canon law', 'vestments']";audio;https://archive.org/details/reformationcollection1_2101_librivox;librivox, audiobooks, religion, Christianity, prayer, Protestant, pope, sacraments, theology, henry viii, doctrine, Reformation, catechism, Reformed, roman catholic, lord's supper, church and state, confession of faith, protestant catholic debates, canon law, vestments;2021-01-27;15;100659;[{'url': 'https://archive.org/download/reformationcollection1_2101_librivox/ReformatioCollection01_librivox.m4b', 'text': 'M4B Audiobook (357MB)'}]
115;ghohor049_2102_librivox;Short Ghost and Horror Collection 049;"LibriVox recording of Short Ghost and Horror Collection 049 by Various. Read in English by I. C. Go; Stacy Dugan-Wilcox; Maddie Ruth; EVKesserich; Rapunzelina; Sam Bartle; Mike Manolakes; Erik Suderman; Colleen McMahon; Louise J. Belle; Andrew Gaunce A collection of twenty stories featuring ghoulies, ghosties, long-legged beasties and things that go bump in the night. Expect shivers up your spine, the stench of human flesh, the sound of a monstrous howl, and the occasional touch of wonder. Note: These stories are over a hundred years old so they may contain offensive ideas, reflecting the times. Listeners are particularly warned that the story ""The Picture in the House"" contains racist language. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (211MB)";['Various'];2021-02-05T00:00:00Z;['eng'];77938;1298448889;['librivox', 'audiobooks'];audio;https://archive.org/details/ghohor049_2102_librivox;librivox, audiobooks, ;2021-02-05;3;77938;[{'url': 'https://archive.org/download/ghohor049_2102_librivox/SGHC049_librivox.m4b', 'text': 'M4B Audiobook (211MB)'}]
116;arithmetiquemllelili_2103_librivox;L' Arithmétique de Mademoiselle Lili;LibriVox recording of L' Arithmétique de Mademoiselle Lili by Jean Macé. Read in French by Ezwa. « L'Arithmétique de Mademoiselle Lili  à l'usage de Monsieur Toto pour servir de préparation à L'Arithmétique du Grand-Papa » - Histoire de deux petits marchands de pommes . Arithmetic made very plain to a little boy, paving the way for Grand-papa's Arithmetic: A Story Of Two Little Apple Merchants . (Résumé par Ezwa) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (33MB);['Jean Macé'];2021-03-27T00:00:00Z;['fre'];63400;211735975;['librivox', 'audiobooks', 'French', 'français', 'enfants', 'arithmétique', 'arithmetic'];audio;https://archive.org/details/arithmetiquemllelili_2103_librivox;librivox, audiobooks, French, français, enfants, arithmétique, arithmetic;2021-03-27;5;63400;[{'url': 'https://archive.org/download/arithmetiquemllelili_2103_librivox/LArithmetique_librivox.m4b', 'text': 'M4B Audiobook (33MB)'}]
117;charingcrossmystery_2106_librivox;The Charing Cross Mystery;LibriVox recording of The Charing Cross Mystery by J. S. Fletcher. Read in English by Kirsten Wever Here's another intriguing mystery by J. S. Fletcher, centering on why a former high-level police official was murdered, and on whether - and if so how - the murder was linked to two glamorous and high-profile sisters, one of whose photo was found in the dead man's pocket. As usual, Fletcher creates a number of different detectives -- a lawyer, his assistant, several policemen, a police spy, and even the dead man's granddaughter -- following various lines of inquiry. These lines converge rapidly in the last few chapters, when the author lets the reader weave them together into a coherent whole: the solution to the mystery. Summary by Kirsten Wever For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer...;['J. S. Fletcher'];2021-06-06T00:00:00Z;['eng'];89803;1538738073;['librivox', 'audiobooks', 'coming'];audio;https://archive.org/details/charingcrossmystery_2106_librivox;librivox, audiobooks, coming;2021-06-06;3;89803;[{'url': 'https://archive.org/download/charingcrossmystery_2106_librivox/CharingCrossMystery_librivox.m4b', 'text': 'M4B Audiobook (249MB)'}]
118;el_hombre_invisible_2112_librivox;El hombre invisible;LibriVox recording of El hombre invisible by H. G. Wells. Read in Spanish by Victor Villarraza El hombre invisible (The Invisible Man es el título original en inglés) es una novela de ciencia ficción escrita por H. G. Wells. La obra fue originalmente publicada en entregas en la revista Pearson's Magazine en 1897 y como novela el mismo año. El hombre invisible nos muestra las contradicciones de un joven y brillante científico que, tras largas jornadas de agotadores experimentos, descubre la forma de hacerse invisible. Sin embargo, trastornado por los sufrimientos y el acoso a que se ve sometido, abandona todo escrúpulo y trata de emplear su descubrimiento para enriquecerse y dominar, sin detenerse ante la violencia y el engaño. Novela fantástica y un tanto amarga, subraya los potenciales peligros de una ciencia mal utilizada. - Summary by Phileas Fogg For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please...;['H. G. Wells'];2021-12-12T00:00:00Z;['spa'];144865;1148176513;['librivox', 'audiobooks', 'wells', 'ciencia ficción', 'griffin', 'hombre invisible'];audio;https://archive.org/details/el_hombre_invisible_2112_librivox;librivox, audiobooks, wells, ciencia ficción, griffin, hombre invisible;2021-12-12;3;144865;[{'url': 'https://archive.org/download/el_hombre_invisible_2112_librivox/HombreInvisible_librivox.m4b', 'text': 'M4B Audiobook (190MB)'}]
119;narraciones_inquietantes_2_2111_librivox;Narraciones inquietantes 2;LibriVox recording of Narraciones inquietantes 2 by Various. Read in Spanish by Epachuko Segundo volumen de esta recopilacion de cuentos cortos de terror y desasosiego de grandes autores. En esta ocasión mister Poe y monsieur Maupassant tienen la amabilidad de deleitarnos cada uno con tres historias verdaderamente espeluznantes, en una suerte de duelo de titanes donde sólo puede ganar el lector. Valle Inclán y Blasco Ibáñez se unen al encuentro para demostrar que también en español se pueden encontrar relatos que pongan en tensión cuerpo y mente. Historias para leer a la luz de la vela mientras afuera sigue siendo noche cerrada y arrecia la tormenta ... (Introducción por Epachuko) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (68MB);['Various'];2021-11-07T00:00:00Z;['spa'];166550;424122103;['librivox', 'audiobooks', 'suspense', 'cuentos', 'terror', 'miedo'];audio;https://archive.org/details/narraciones_inquietantes_2_2111_librivox;librivox, audiobooks, suspense, cuentos, terror, miedo;2021-11-07;5;166550;[{'url': 'https://archive.org/download/narraciones_inquietantes_2_2111_librivox/Narraciones_Inquiietantes_librivox.m4b', 'text': 'M4B Audiobook (68MB)'}]
120;dom_casmurro_2102_librivox;Dom Casmurro;"LibriVox recording of Dom Casmurro by Joaquim Maria Machado de Assis. Read in Portuguese by Leni; Rachel Moraes; Mayah; Dey Andriotti; Jane Nogueira; MarinaFikota; Thiago; Pier; gtavares97; Maria de Fátima da Silva; jessicapmaximo; Isa; Lucas Oliveira Dom Casmurro é um dos mais famosos romances escritos por Machado de Assis, publicado em 1899. Ele conta a história de Bento Santiago, o narrador da história que, como em uma autobiografia, se compõe de relatos desde sua mocidade até os dias em que está escrevendo o livro. Entre esses dois momentos, Bento escreve sobre suas reminiscências da juventude, sua vida no seminário, seu caso com Capitu e o ciúme desse relacionamento, que se torna o enredo central da trama. - Resumo escrito por Leni For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader,...";['Joaquim Maria Machado de Assis'];2021-02-18T00:00:00Z;['por'];68649;1422438721;['librivox', 'audiobooks', 'literatura brasileira', 'Rio de Janeiro', 'realismo', 'traição', 'capitu', 'bentinho'];audio;https://archive.org/details/dom_casmurro_2102_librivox;librivox, audiobooks, literatura brasileira, Rio de Janeiro, realismo, traição, capitu, bentinho;2021-02-18;11;68649;[{'url': 'https://archive.org/download/dom_casmurro_2102_librivox/DomCasmurro_librivox.m4b', 'text': 'M4B Audiobook (233MB)'}]
121;spc218_2108_librivox;Short Poetry Collection 218;"LibriVox recording of Short Poetry Collection 218 by Various. Read in English by Larry Wilson; Craig Campbell; Newgatenovelist; Scotty Smith; mleigh; Peter Thomlinson; Refilwe Baloyi; Jeremy Clark; Ike Sherr; Julie Allan; Avantika; Veronica Maresh Mead ; Bruce Kachuk; Darrell Nobles; Lily1326; NR Collard; Mozartjr; Cavaet; Arden; Winston Tharp; MaybeCordelia This is a collection of 43 poems read in English by LibriVox volunteers for July 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (41MB)";['Various'];2021-08-01T00:00:00Z;['eng'];59500;268424140;['librivox', 'audiobooks', 'poetry collection', 'short poetry'];audio;https://archive.org/details/spc218_2108_librivox;librivox, audiobooks, poetry collection, short poetry;2021-08-01;2;59500;[{'url': 'https://archive.org/download/spc218_2108_librivox/SPC218_librivox.m4b', 'text': 'M4B Audiobook (41MB)'}]
122;lametamorfosis_2101_librivox;La metamorfosis;"LibriVox recording of La metamorfosis by Franz Kafka. (Translated by Unknown) Read in Spanish by Victor Villarraza La metamorfosis (Die Verwandlung, en su título original en alemán) es una novela escrita por Franz Kafka en 1912. La historia trata sobre Gregorio Samsa, cuya repentina transformación en un enorme insecto dificulta cada vez más la comunicación de su entorno social con él, hasta que es considerado intolerable por su familia y finalmente perece. La primera traducción de La Metamorfosis en español apareció publicada en dos partes, en la revista La Revista de Occidente, en el año 1925. La primera de ellas en el número VIII y la segunda parte, en el IX de la misma revista. En la revista no figura el nombre del traductor; simplemente se señala que el autor del texto es Franz Kafka. Es esta la traducción original que se ofrece en este audiolibro. (Summary by Phileas Fogg) For further information, including links to online text, reader information, RSS feeds, CD cover or other...";['Franz Kafka'];2021-01-28T00:00:00Z;['spa'];190988;488045296;['librivox', 'audiobooks', 'Kafka', 'metamorfosis', 'gregorio samsa'];audio;https://archive.org/details/lametamorfosis_2101_librivox;librivox, audiobooks, Kafka, metamorfosis, gregorio samsa;2021-01-28;18;190988;[{'url': 'https://archive.org/download/lametamorfosis_2101_librivox/Metamorfis_librivox.m4b', 'text': 'M4B Audiobook (78MB)'}]
123;lesleycastle_2111_librivox;Lesley Castle (Dramatic Reading);LibriVox recording of Lesley Castle (Dramatic Reading) by Jane Austen. Read in English by LibriVox volunteers Lesley Castle is a melodramatic epistolary novelette written by Jane Austen when she was sixteen years old. Although the novels Austen became known for were not published until she was in her thirties, she was an active writer from the age of twelve, frequently composing epistolary works such as Lesley Castle. Austen eventually compiled 29 of her early writings in three notebooks that became known as the Juvenilia and that she called “Volume the First”, “Volume the Second”, and “Volume the Third”, including Lesley Castle in “Volume the Second”. Lesley Castle is set contemporaneously to Austen’s writing and consists of a series of ten letters by five characters, all of whom are women of high society living in Great Britain. In this short work, Austen employs a mock serious tone to humorously critique her peers on subjects such as self-absorption and jealousy. Austen...;['Jane Austen'];2021-11-07T00:00:00Z;['eng'];85292;208315898;['librivox', 'audiobooks', 'novelette', 'epistolary novel', 'juvenilia'];audio;https://archive.org/details/lesleycastle_2111_librivox;librivox, audiobooks, novelette, epistolary novel, juvenilia;2021-11-07;1;85061;[{'url': 'https://archive.org/download/lesleycastle_2111_librivox/LesleyCastle_librivox.m4b', 'text': 'M4B Audiobook (34MB)'}]
124;birthoftragedy_2102_librivox;"The Birth of Tragedy; or, Hellenism and Pessimism (Version 2)";"LibriVox recording of The Birth of Tragedy; or, Hellenism and Pessimism (Version 2) by Friedrich Nietzsche. (Translated by William Haussmann.) Read in English by John Van Stan This is one of Nietzsche's early academic writings - a scholarly theory about Ancient Greek theatre, specifically tragedies. In a nutshell, this work theorizes about why (Greek) spectators enjoy watching actors in a long series of scenes that depict human suffering (i.e., tragedy). It is a curious question, especially at the time since scholars generally thought of the Greeks as ""A race of men, well-fashioned, beautiful, envied, life-inspiring, like no other race hitherto"" (per Nietzsche's introduction). What did they need tragedy for? The question itself, and the path Nietzsche takes to answer this question, outraged the academic world. Later, an older Nietzsche criticizes this book himself and warns the reader that this text ""should be treated with some consideration and reserve; yet I shall not altogether...";['Friedrich Nietzsche'];2021-02-18T00:00:00Z;['eng'];55604;1399590277;['librivox', 'audiobooks', 'drama', 'tragedy', 'music', 'emotions', 'chaos', 'greeks', 'apollo', 'rationality', 'apollonian', 'dionysian', 'dionysus'];audio;https://archive.org/details/birthoftragedy_2102_librivox;librivox, audiobooks, drama, tragedy, music, emotions, chaos, greeks, apollo, rationality, apollonian, dionysian, dionysus;2021-02-18;14;55604;[{'url': 'https://archive.org/download/birthoftragedy_2102_librivox/BirthTragedy_librivox.m4b', 'text': 'M4B Audiobook (216MB)'}]
125;brethren_2111_librivox;The Brethren;LibriVox recording of The Brethren (Version 2) by H. Rider Haggard. Read in English by Elroi A tale of love, romance and chivalry set amongst the backdrop of the climactic months before the opening of the Kings' Crusade. Two English knights are in love with the same maiden. Their devotion and bravery is tested when their beloved is kidnapped against her will and taken to Palestine and eventually to the court of the famous Muslim leader, Saladin. - Summary by Elroi Shelley For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 00-12 (215MB) M4B Audiobook 13-24 (212MB);['H. Rider Haggard'];2021-11-23T00:00:00Z;['eng'];57296;2570919943;['librivox', 'audiobooks', 'crusades', 'fiction', 'romance', 'Knights', 'historical', 'action'];audio;https://archive.org/details/brethren_2111_librivox;librivox, audiobooks, crusades, fiction, romance, Knights, historical, action;2021-11-23;3;57296;[{'url': 'https://archive.org/download/brethren_2111_librivox/Bretheren00-12_librivox.m4b', 'text': 'M4B Audiobook 00-12 (215MB)'}, {'url': 'https://archive.org/download/brethren_2111_librivox/Bretheren13-24_librivox.m4b', 'text': 'M4B Audiobook 13-24 (212MB)'}]
126;spc215_2105_librivox;Short Poetry Collection 215;"LibriVox recording of Short Poetry Collection 215 by Various. Read in English by Phil Schempf; Rahowardbooks; Esther Gomez Shannon; Colleen McMahon; Arden; InTheDesert; Larry Wilson; Winston Tharp; Craig Campbell; Caio Varalta; Bruce Kachuk; Newgatenovelist; Devorah Allen; Ike Sherr; TallyTiger; edunla7721; NR Collard; czandra; Joanna Michal Hoyt; Caleb Mann; Scott Leonard Fortune; Chris Moriarty; calluna; Cammie Vavich; mleigh; holtonhj64 ; Jade Leah Pilling This is a collection of 49 poems read in English by LibriVox volunteers for April 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (72MB)";['Various'];2021-05-01T00:00:00Z;['eng'];76520;454736697;['librivox', 'audiobooks', 'poetry collection', 'short poetry', 'long poetry'];audio;https://archive.org/details/spc215_2105_librivox;librivox, audiobooks, poetry collection, short poetry, long poetry;2021-05-01;3;76520;[{'url': 'https://archive.org/download/spc215_2105_librivox/SPC215_librivox.m4b', 'text': 'M4B Audiobook (72MB)'}]
127;cbc29_dogs_2101_librivox;Coffee Break Collection 29 - Dogs;"LibriVox recording of Coffee Break Collection 29 - Dogs by Various. Read in English by April6090; Rowan Puttergill; grant007love ; Craig Campbell; Michele Fry; William Allan Jones; Colleen McMahon; Ceridwen Davies; Phil Schempf; Maria Grazia Tundo; Lynne T; Aundrea; Rapunzelina This is the 29th Coffee Break Collection, in which Librivox readers select and read stories or poems, fiction or non-fiction pieces of fifteen minutes' duration or less, suitable for short commutes and coffee breaks. The subject for this collection is ""DOGS""... and the collection is full after 20 pieces have been submitted. - Summary by ~ Michele Fry For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (80MB)";['Various'];2021-01-11T00:00:00Z;['eng'];128055;500210397;['librivox', 'audiobooks'];audio;https://archive.org/details/cbc29_dogs_2101_librivox;librivox, audiobooks, ;2021-01-11;3;128055;[{'url': 'https://archive.org/download/cbc29_dogs_2101_librivox/CBCC029_librivox.m4b', 'text': 'M4B Audiobook (80MB)'}]
128;snf085_2109_librivox;Short Nonfiction Collection, Vol. 085;"LibriVox recording of Short Nonfiction Collection, Vol. 085 by Various. Read in English by LibriVox Volunteers ""A regard for decency, even at the cost of success, is but the regard for one's own dignity"" was novelist Joseph Conrad's take on fame, a quote from the preface to his autobiography A Personal Record (1912). Other lives chosen by readers to examine in vol. 085 include the Borgias; the Cynocephali; Hermann von Helmholtz; Edgar Allan Poe; John Burroughs; a pre-Revolutionary War magnate named Browne, who built a mansion on the ridge of a hill; women as a social class; and an 1821 rabies victim named Thomas, who exhibited hydrophobia. Political history receives scrutiny in Some Materials and a Possibility; The House Famine; Cracow; The Dutch East India Company; and Across Africa by Air and Rail. The art of Japanning illuminates an ancient craft. Literature, by Irvin Cobb, is welcome humor. And for hungry souls, there are recipes for ice cream and for Army chow! Summary by Sue...";['Various'];2021-09-15T00:00:00Z;['eng'];98739;1048868333;['librivox', 'audiobooks'];audio;https://archive.org/details/snf085_2109_librivox;librivox, audiobooks, ;2021-09-15;5;98739;[{'url': 'https://archive.org/download/snf085_2109_librivox/SNF085_librivox.m4b', 'text': 'M4B Audiobook (173MB)'}]
